Version,Entry.number,Entry.status,Device_Type.name,Device_Model.manufacturer_identifier,Device_Model.model_identifier,Device_Model.hardware_version.version,Device_Model.hardware_version.revision,Device_Model.model_identifier_concatenated_with_hardware_version,Device_Model.firmware_version,SMETS_CHTS Version.Version_number_and_effective_date,GBCS Version.version_number,Manufacturer_Image.hash
Version 2.051 Issued on 21-09-2022,000456,Current,Communications Hub,1086,5432,20,52,54322052,0C240000,CHTS V1.1,GBCS Version 2.1,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,000457,Current,Communications Hub,1086,5434,24,52,54342452,0C240000,CHTS V1.1,GBCS Version 2.1,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,000458,Current,Communications Hub,1086,5434,21,52,54342152,0C240000,CHTS V1.1,GBCS Version 2.1,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,000459,Current,Pre-Payment Interface Device,10E0,000D,00,01,000D0001,00000300,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000460,Current,Communications Hub,118F,1101,10,11,11011011,0003030E,SMETS V1.2,GBCS Version 0.0,1DD5518D977E7706EE9BB37F1C3AFD184BC70BAE0F42052AD029ED53A9CB8FF4
Version 2.051 Issued on 21-09-2022,000461,Current,Pre-Payment Interface Device,10E0,0009,01,00,00090100,00020100,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000462,Current,Polyphase Electricity Metering Equipment,106C,30E5,A1,00,30E5A100,0320B710,SMETS V4.2,GBCS Version 3.2,D3B4B31B58E5B3F0754DC123C3F03A26908EFEA030F3ACE1043B1C15076EB243
Version 2.051 Issued on 21-09-2022,000463,Current,Single Element Electricity Metering Equipment,1063,0005,02,03,00050203,38040200,SMETS V4.2,GBCS Version 3.2,E581AE218CFB22BEC8575960A6B7B3CF65EA2D4805499D6D7FB10FDE281F1D77
Version 2.051 Issued on 21-09-2022,000464,Current,Single Element Electricity Metering Equipment,1063,0005,02,02,00050202,38040200,SMETS V4.2,GBCS Version 3.2,E581AE218CFB22BEC8575960A6B7B3CF65EA2D4805499D6D7FB10FDE281F1D77
Version 2.051 Issued on 21-09-2022,000465,Current,Pre-Payment Interface Device,10E0,000E,00,01,000E0001,00020100,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000466,Current,Single Element Electricity Metering Equipment,1125,3132,41,31,31324131,15101217,SMETS V4.2,GBCS Version 3.2,C66AA99FC71323812CA95E8E64602B204651B10BB878ADEA9DB1AB8B4F4CCF21
Version 2.051 Issued on 21-09-2022,000467,Current,Single Element Electricity Metering Equipment,1125,3133,43,30,31334330,15101217,SMETS V4.2,GBCS Version 3.2,C66AA99FC71323812CA95E8E64602B204651B10BB878ADEA9DB1AB8B4F4CCF21
Version 2.051 Issued on 21-09-2022,000468,Current,Single Element Electricity Metering Equipment,1063,0003,02,01,00030201,24040200,SMETS V4.2,GBCS Version 3.2,11BB173E97E3191B3E0591010D9670D180D547F9D313ED490C04CCAB435EF41D
Version 2.051 Issued on 21-09-2022,000469,Current,Single Element Electricity Metering Equipment,1063,0003,02,02,00030202,24040200,SMETS V4.2,GBCS Version 3.2,11BB173E97E3191B3E0591010D9670D180D547F9D313ED490C04CCAB435EF41D
Version 2.051 Issued on 21-09-2022,000470,Current,Pre-Payment Interface Device,1090,0007,02,00,00070200,05080000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000471,Current,Gas Smart Meter,1057,0575,01,02,05750102,00020C05,SMETS V4.2,GBCS Version 3.2,6DA7A2D15F47CC966B132F9D1EC269D27B960411637ED1F30B0C57B928BA1A11
Version 2.051 Issued on 21-09-2022,000472,Current,Single Element Electricity Metering Equipment,1057,0000,01,01,00000101,09014009,SMETS V4.2,GBCS Version 3.2,12D6E4D6F733366D132A6444294A5217AF8E6315CD8C33BD6E888C9D3137CA84
Version 2.051 Issued on 21-09-2022,000473,Current,Single Element Electricity Metering Equipment,1057,0000,02,01,00000201,09024009,SMETS V4.2,GBCS Version 3.2,7DB352A5323342426BBB409647019558418DAD393B6C7DF486E13E98AA2C1BA6
Version 2.051 Issued on 21-09-2022,000474,Current,Single Element Electricity Metering Equipment,1057,0000,01,01,00000101,0135F424,SMETS V4.2,GBCS Version 3.2,C20D776A9708746AA49961FDD9AAD96BDD01142C8BEBE411D2EC9BA1779595C7
Version 2.051 Issued on 21-09-2022,000475,Current,Single Element Electricity Metering Equipment,1057,0000,02,01,00000201,0235F424,SMETS V4.2,GBCS Version 3.2,A7CC534E261134C16DB090BEC9CD0E197131300FF4E90D1F1981607BAF8A8DAF
Version 2.051 Issued on 21-09-2022,000476,Current,Single Element Electricity Metering Equipment,1057,0000,01,01,00000101,09014007,SMETS V4.2,GBCS Version 3.2,C0BBC998AE8BE3A1ECFCE1F8B0E3AE12820324E956990020540F09F0D8E34726
Version 2.051 Issued on 21-09-2022,000477,Current,Single Element Electricity Metering Equipment,1031,A0A1,01,3D,A0A1013D,06000000,SMETS V4.2,GBCS Version 3.2,B56C2F4E06A7C0F439F0DFB0B6BD15A85BC86F2B23DE2606070DB46446D8C62F
Version 2.051 Issued on 21-09-2022,000478,Current,Gas Smart Meter,1031,B0A1,01,44,B0A10144,06000000,SMETS V4.2,GBCS Version 3.2,E4E8CD317CDAA03F277AA5EFC92F028D105CC855ED72081312ACE0693E0BB7B0
Version 2.051 Issued on 21-09-2022,000479,Current,Pre-Payment Interface Device,1090,0007,01,00,00070100,05080000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000480,Current,Pre-Payment Interface Device,1128,0005,01,01,00050101,02000000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000481,Current,Communications Hub,106C,4332,00,CD,433200CD,20D0D3F6,CHTS V1.1,GBCS Version 2.1,D2EF0AAB0CA8CD06F1F1FBDB70F666F296A00C9FE0BB9E4908FD7F6F569D3A6F
Version 2.051 Issued on 21-09-2022,000482,Current,Gas Smart Meter,1015,09B3,32,00,09B33200,13030A0A,SMETS V4.2,GBCS Version 3.2,62BCF46B8D4D6D375FCC41C5A811AA225F46005A5CEE1781C0D744480A62563F
Version 2.051 Issued on 21-09-2022,000483,Current,Gas Smart Meter,1015,09B3,37,00,09B33700,13030A0A,SMETS V4.2,GBCS Version 3.2,62BCF46B8D4D6D375FCC41C5A811AA225F46005A5CEE1781C0D744480A62563F
Version 2.051 Issued on 21-09-2022,000484,Current,Gas Smart Meter,1028,C901,A5,00,C901A500,0309B620,SMETS V4.2,GBCS Version 3.2,81E44058326FBEF1DF2C1B87F3ECFF2ECD9F0632B29370090B0F5A23D15C3FC7
Version 2.051 Issued on 21-09-2022,000485,Current,Pre-Payment Interface Device,10E0,000D,00,01,000D0001,00010000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000486,Current,Single Element Electricity Metering Equipment,1028,D700,01,03,D7000103,051A0509,SMETS V4.2,GBCS Version 3.2,B47DA9B5E46B77CFD1C07C2A2F8CFDEAE9A12A539EEA52D4EF9E3A98676D75EE
Version 2.051 Issued on 21-09-2022,000487,Current,Single Element Electricity Metering Equipment,1028,D700,01,05,D7000105,051A0509,SMETS V4.2,GBCS Version 3.2,B47DA9B5E46B77CFD1C07C2A2F8CFDEAE9A12A539EEA52D4EF9E3A98676D75EE
Version 2.051 Issued on 21-09-2022,000488,Current,Gas Smart Meter,123E,0001,06,00,00010600,01060605,SMETS V4.2,GBCS Version 3.2,56E7ADF70152FB1A90ABE3080FCB99A2DF557AEED70C812728E2FDA6876D5F4F
Version 2.051 Issued on 21-09-2022,000489,Removed,Gas Smart Meter,123E,0001,06,00,00010600,01160605,SMETS V4.2,GBCS Version 3.2,F78E2B9062F7450F39B4F02727496C405A06E4C320C56EE59C1203C553C3F1AF
Version 2.051 Issued on 21-09-2022,000490,Current,Gas Smart Meter,106C,10F3,A1,00,10F3A100,0389B800,SMETS V4.2,GBCS Version 3.2,56AB84E35793CA9F9D889950F01B0F1D8F6ABA726647B76B8840F07235A8DF37
Version 2.051 Issued on 21-09-2022,000491,Current,Gas Smart Meter,1057,0575,01,01,05750101,00020C07,SMETS V4.2,GBCS Version 3.2,8CD0BD39467587792A762E281D69EB827A3B95B149E5C38D91733067DCE519E8
Version 2.051 Issued on 21-09-2022,000492,Current,Gas Smart Meter,1057,0575,01,02,05750102,00020C07,SMETS V4.2,GBCS Version 3.2,8CD0BD39467587792A762E281D69EB827A3B95B149E5C38D91733067DCE519E8
Version 2.051 Issued on 21-09-2022,000493,Current,Pre-Payment Interface Device,10E0,0009,01,00,00090100,00020200,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000494,Current,Pre-Payment Interface Device,1090,000A,01,00,000A0100,06020000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000495,Current,Pre-Payment Interface Device,1128,0006,01,01,00060101,01000000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000496,Current,Pre-Payment Interface Device,1090,0003,01,00,00030100,2001093D,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000497,Current,Single Element Electricity Metering Equipment,1063,0002,01,01,00020101,23070100,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000498,Current,Gas Smart Meter,1063,4771,00,01,47710001,03020168,SMETS V1.2,GBCS Version 0.0,248B5DB0834D6D0E674DDC59859F0A6D3FBC9BF04ACCE15618020703A7755D63
Version 2.051 Issued on 21-09-2022,000499,Current,Communications Hub,10C7,0003,02,00,00030200,22080000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000500,Current,Pre-Payment Interface Device,1128,0007,01,01,00070101,01000000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000501,Current,Single Element Electricity Metering Equipment,1125,3132,41,31,31324131,15101317,SMETS V4.2,GBCS Version 3.2,B0A8CCD72391CE3F181F69D6A6FF32CCDD36BC916D881DDCC2AA3504A2D64CB7
Version 2.051 Issued on 21-09-2022,000502,Current,Single Element Electricity Metering Equipment,1125,3133,43,30,31334330,15101317,SMETS V4.2,GBCS Version 3.2,B0A8CCD72391CE3F181F69D6A6FF32CCDD36BC916D881DDCC2AA3504A2D64CB7
Version 2.051 Issued on 21-09-2022,000503,Current,Gas Smart Meter,1057,0575,01,01,05750101,00020C05,SMETS V4.2,GBCS Version 3.2,6DA7A2D15F47CC966B132F9D1EC269D27B960411637ED1F30B0C57B928BA1A11
Version 2.051 Issued on 21-09-2022,000504,Current,Pre-Payment Interface Device,10E0,0011,01,00,00110100,00010000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000505,Current,Gas Smart Meter,1028,C902,A5,00,C902A500,0389B820,SMETS V4.2,GBCS Version 3.2,1A6D08ACF674737EF1362D1E792F9C081CFE72F8488BFA3FCCF29866C8D0BDB8
Version 2.051 Issued on 21-09-2022,000506,Current,Polyphase Electricity Metering Equipment,106C,30E5,A1,00,30E5A100,0320B720,SMETS V4.2,GBCS Version 3.2,237EC5461DC3A9BF34823CB6CDE4F1F6E0310CB48EB60745ECD98955BBB0D4C0
Version 2.051 Issued on 21-09-2022,000507,Current,Gas Smart Meter,1192,1111,11,11,11111111,01C100D1,SMETS V4.2,GBCS Version 3.2,618B559F3198698C92D538BE1648995402EE0124FB09A508B32E1AA7B4B5E003
Version 2.051 Issued on 21-09-2022,000508,Current,Gas Smart Meter,1192,1111,12,11,11111211,01C100D1,SMETS V4.2,GBCS Version 3.2,618B559F3198698C92D538BE1648995402EE0124FB09A508B32E1AA7B4B5E003
Version 2.051 Issued on 21-09-2022,000509,Current,Communications Hub,106C,4331,00,AC,433100AC,2030D680,CHTS V1.1,GBCS Version 2.1,C05F2E55BEE86408AAA3F436F0D72F89ABD1C3D5652316D4BF1E93F97CC9D1E5
Version 2.051 Issued on 21-09-2022,000510,Current,Communications Hub,106C,4331,00,AD,433100AD,2030D680,CHTS V1.1,GBCS Version 2.1,C05F2E55BEE86408AAA3F436F0D72F89ABD1C3D5652316D4BF1E93F97CC9D1E5
Version 2.051 Issued on 21-09-2022,000511,Current,Communications Hub,106C,4331,00,AE,433100AE,2030D680,CHTS V1.1,GBCS Version 2.1,C05F2E55BEE86408AAA3F436F0D72F89ABD1C3D5652316D4BF1E93F97CC9D1E5
Version 2.051 Issued on 21-09-2022,000512,Current,Pre-Payment Interface Device,1128,0005,01,01,00050101,02010000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000513,Current,Pre-Payment Interface Device,1128,0007,01,01,00070101,01080000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000514,Current,Pre-Payment Interface Device,1128,0006,01,01,00060101,01080000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000515,Current,Single Element Electricity Metering Equipment,118F,0002,02,00,00020200,00030307,SMETS V1.2,GBCS Version 0.0,9048C9B889FB5DC9C1D07BA15D952FF00DA0623FDE17AC67B7A429601AF92B66
Version 2.051 Issued on 21-09-2022,000516,Current,Pre-Payment Interface Device,1090,0003,01,00,00030100,10210300,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000517,Current,Pre-Payment Interface Device,1090,0003,01,00,00030100,10210302,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000518,Current,Pre-Payment Interface Device,1090,0003,01,00,00030100,10210303,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000519,Current,Single Element Electricity Metering Equipment,1028,D700,01,03,D7000103,045D0509,SMETS V4.2,GBCS Version 3.2,637908C62A2998257131E7852D3DE077C6023E589719FBD63998E4098B922694
Version 2.051 Issued on 21-09-2022,000520,Current,Single Element Electricity Metering Equipment,1028,D700,01,03,D7000103,04990509,SMETS V4.2,GBCS Version 3.2,DC708D5240A4C2D62E1AD58629D824D3DEE8FF65322159734A3370BB9A713270
Version 2.051 Issued on 21-09-2022,000521,Current,Single Element Electricity Metering Equipment,1063,0005,02,02,00050202,38040202,SMETS V4.2,GBCS Version 3.2,149F2BD9986FDEB47EBFB54692050D534E065A2771C7C3BCDF0007CD4BFB3391
Version 2.051 Issued on 21-09-2022,000522,Current,Single Element Electricity Metering Equipment,1063,0005,02,03,00050203,38040202,SMETS V4.2,GBCS Version 3.2,149F2BD9986FDEB47EBFB54692050D534E065A2771C7C3BCDF0007CD4BFB3391
Version 2.051 Issued on 21-09-2022,000523,Current,Pre-Payment Interface Device,1090,0009,01,00,00090100,05070100,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000524,Current,Pre-Payment Interface Device,10E0,0001,01,00,00010100,00010000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000525,Current,Pre-Payment Interface Device,10E0,0011,01,00,00110100,00010500,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000526,Current,Pre-Payment Interface Device,10E0,0012,01,00,00120100,00010500,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000527,Current,Single Element Electricity Metering Equipment,106C,10E2,A1,00,10E2A100,0314B700,SMETS V4.2,GBCS Version 3.2,2F98ED68A4FFBA3BC1064C0C3A56AF86F9AAFD054FAE75B0B57F01D86A59E5B5
Version 2.051 Issued on 21-09-2022,000528,Current,Single Element Electricity Metering Equipment,106C,12E2,A1,00,12E2A100,0314B700,SMETS V4.2,GBCS Version 3.2,2F98ED68A4FFBA3BC1064C0C3A56AF86F9AAFD054FAE75B0B57F01D86A59E5B5
Version 2.051 Issued on 21-09-2022,000529,Current,Single Element Electricity Metering Equipment,1028,D700,01,03,D7000103,051B0509,SMETS V4.2,GBCS Version 3.2,6DE0D6C9BB2BF9DD3DA316ACCE6F1E5898E8FF955BEFA702C9496CD2E87CA8EE
Version 2.051 Issued on 21-09-2022,000530,Current,Single Element Electricity Metering Equipment,1028,D700,01,05,D7000105,051B0509,SMETS V4.2,GBCS Version 3.2,6DE0D6C9BB2BF9DD3DA316ACCE6F1E5898E8FF955BEFA702C9496CD2E87CA8EE
Version 2.051 Issued on 21-09-2022,000531,Current,Polyphase Electricity Metering Equipment,1125,3332,50,31,33325031,02301419,SMETS V4.2,GBCS Version 3.2,23767552744019D02B6F5B93DFA143E9B3763FA409ACB0639B46595EE301615F
Version 2.051 Issued on 21-09-2022,000532,Current,Communications Hub,1086,5531,04,00,55310400,0D000000,CHTS V1.3,GBCS Version 3.2,15996E8F1ED2AF28FB1A905C9D54DA3A9FB140D60DAB10F987EB826FB7EA48FA
Version 2.051 Issued on 21-09-2022,000533,Current,Communications Hub,1086,5532,04,00,55320400,0D000000,CHTS V1.3,GBCS Version 3.2,15996E8F1ED2AF28FB1A905C9D54DA3A9FB140D60DAB10F987EB826FB7EA48FA
Version 2.051 Issued on 21-09-2022,000534,Current,Communications Hub,1086,5534,04,00,55340400,0D000000,CHTS V1.3,GBCS Version 3.2,15996E8F1ED2AF28FB1A905C9D54DA3A9FB140D60DAB10F987EB826FB7EA48FA
Version 2.051 Issued on 21-09-2022,000535,Current,Gas Smart Meter,1192,1111,11,11,11111111,01C200D1,SMETS V4.2,GBCS Version 3.2,2366EB86AA97A4A470A8ABF4816AECB70AC479F8019D393E589299C930835D22
Version 2.051 Issued on 21-09-2022,000536,Current,Gas Smart Meter,1192,1111,12,11,11111211,01C200D1,SMETS V4.2,GBCS Version 3.2,2366EB86AA97A4A470A8ABF4816AECB70AC479F8019D393E589299C930835D22
Version 2.051 Issued on 21-09-2022,000537,Current,Single Element Electricity Metering Equipment,106C,10E1,A1,00,10E1A100,0314B700,SMETS V4.2,GBCS Version 3.2,2F98ED68A4FFBA3BC1064C0C3A56AF86F9AAFD054FAE75B0B57F01D86A59E5B5
Version 2.051 Issued on 21-09-2022,000538,Current,Communications Hub,10C7,0002,01,00,00020100,210E0000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000539,Current,Pre-Payment Interface Device,10E0,0011,01,00,00110100,00010601,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000540,Current,Gas Smart Meter,106C,10F2,A1,00,10F2A100,0309B700,SMETS V4.2,GBCS Version 3.2,00E7B9EA7BB214EB551748F5C5E0737ADC33354F0AB91B91BB4D2FE185C980E7
Version 2.051 Issued on 21-09-2022,000541,Current,Gas Smart Meter,1192,1112,11,11,11121111,01D01002,SMETS V4.2,GBCS Version 3.2,6B3575B72EFBD9067D31FB0EBC9AD5DD330CD02A959832611E2F6930CFF2643D
Version 2.051 Issued on 21-09-2022,000542,Current,Gas Smart Meter,1192,1112,12,11,11121211,01D01002,SMETS V4.2,GBCS Version 3.2,6B3575B72EFBD9067D31FB0EBC9AD5DD330CD02A959832611E2F6930CFF2643D
Version 2.051 Issued on 21-09-2022,000543,Current,Twin Element Electricity Metering Equipment,118F,0000,05,01,00000501,00070602,SMETS V4.2,GBCS Version 3.2,51F3B57AC7384EE9FE4BC221AFDB5468EF1071479D650A61A2337A480CB41806
Version 2.051 Issued on 21-09-2022,000544,Current,Gas Smart Meter,1057,0575,01,01,05750101,00020C0A,SMETS V4.2,GBCS Version 3.2,49F0088D1DA71E3C4F02019F582D847286A26C1B945277738695A1ECCD9039BB
Version 2.051 Issued on 21-09-2022,000545,Current,Gas Smart Meter,1057,0575,01,02,05750102,00020C0A,SMETS V4.2,GBCS Version 3.2,49F0088D1DA71E3C4F02019F582D847286A26C1B945277738695A1ECCD9039BB
Version 2.051 Issued on 21-09-2022,000546,Current,Gas Smart Meter,1057,0575,01,01,05750101,00020C0C,SMETS V4.2,GBCS Version 3.2,F6B5194396A16A1F45A9E266C50207CCD20D08E64924C9F6348E4C0BC9EAE97A
Version 2.051 Issued on 21-09-2022,000547,Current,Gas Smart Meter,1057,0575,01,02,05750102,00020C0C,SMETS V4.2,GBCS Version 3.2,F6B5194396A16A1F45A9E266C50207CCD20D08E64924C9F6348E4C0BC9EAE97A
Version 2.051 Issued on 21-09-2022,000548,Current,Polyphase Electricity Metering Equipment,1125,3332,50,33,33325033,03301519,SMETS V4.2,GBCS Version 3.2,3A68700D54E4DF54212DDA7B5220F85D04328392540BE051085368E55640556B
Version 2.051 Issued on 21-09-2022,000549,Current,Communications Hub,1057,0110,00,07,01100007,2EDBE907,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000550,Current,Gas Smart Meter,1031,C5A1,06,01,C5A10601,C5A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000551,Current,Single Element Electricity Metering Equipment,1125,3132,41,31,31324131,15101417,SMETS V4.2,GBCS Version 3.2,3B19186BBC1BA3F187D252A3F4FDA29C4EC7503CC3C762305F0371CAA8F1AE1E
Version 2.051 Issued on 21-09-2022,000552,Current,Single Element Electricity Metering Equipment,1125,3133,43,30,31334330,15101417,SMETS V4.2,GBCS Version 3.2,3B19186BBC1BA3F187D252A3F4FDA29C4EC7503CC3C762305F0371CAA8F1AE1E
Version 2.051 Issued on 21-09-2022,000553,Current,Pre-Payment Interface Device,1090,0003,02,00,00030200,20210900,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000554,Current,Pre-Payment Interface Device,1090,0003,02,00,00030200,20710900,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000555,Current,Gas Smart Meter,1063,3771,00,01,37710001,03000161,SMETS V1.2,GBCS Version 0.0,B4A9A71DA7ACB79437B319F3B8E25E6B9AFF68BE55B2BB1B6EC7E7A7D0EAB99C
Version 2.051 Issued on 21-09-2022,000556,Current,Single Element Electricity Metering Equipment,1063,0004,01,01,00040101,30000706,SMETS V1.2,GBCS Version 0.0,6C164EC7EDD12BBB8EE6505CF351342421F331268D031BCC7E1F1E62FCCD3BB2
Version 2.051 Issued on 21-09-2022,000557,Current,Single Element Electricity Metering Equipment,1063,0004,01,01,00040101,30001500,SMETS V1.2,GBCS Version 0.0,6FE67F4FD778CD29EAC67C94899C7D0DFE01EC51AD6D1236EFFE5CDB5FD5DDFF
Version 2.051 Issued on 21-09-2022,000558,Current,Gas Smart Meter,1063,3771,00,01,37710001,03000167,SMETS V1.2,GBCS Version 0.0,BDC71C081E0811B209B321890D23480F20D25E82CB8CB3E0FD54E5896381AF47
Version 2.051 Issued on 21-09-2022,000559,Current,Gas Smart Meter,1063,4771,00,01,47710001,03020161,SMETS V1.2,GBCS Version 0.0,65FD7CBBA521D6439FE98DF84792A86106AE7FE1F4B216AB99FD6C503592CDCA
Version 2.051 Issued on 21-09-2022,000560,Current,Gas Smart Meter,1063,4771,00,01,47710001,03020163,SMETS V1.2,GBCS Version 0.0,DB960B68B9F014337C978D24A5460A96860A3585DB268ED996AF1B429A5406B5
Version 2.051 Issued on 21-09-2022,000561,Current,Gas Smart Meter,1063,4771,01,01,47710101,03030161,SMETS V1.2,GBCS Version 0.0,1B4D09EE7AB8ED53E82E2EEA5D7FF39C2383AC258D9F152F5851A2B349082442
Version 2.051 Issued on 21-09-2022,000562,Current,Single Element Electricity Metering Equipment,1031,A0A1,01,3D,A0A1013D,07000000,SMETS V4.2,GBCS Version 3.2,5E1E56E03EE40BE610B281C19747B78756A11951FB9F172A709D66114E4A3CB0
Version 2.051 Issued on 21-09-2022,000563,Current,Gas Smart Meter,1031,B0A1,01,44,B0A10144,07000000,SMETS V4.2,GBCS Version 3.2,2D42485BF51BC8287248B3A38EE7DB925D8AD92D713EF048FF62F2F727B16927
Version 2.051 Issued on 21-09-2022,000564,Current,Communications Hub,1086,5531,04,00,55310400,0D030000,CHTS V1.3,GBCS Version 3.2,DF4CBCF551C0FAA84614FD51E7BC46CAE858BC49E18B64B0E02E1FD4F86F5664
Version 2.051 Issued on 21-09-2022,000565,Current,Communications Hub,1086,5532,04,00,55320400,0D030000,CHTS V1.3,GBCS Version 3.2,DF4CBCF551C0FAA84614FD51E7BC46CAE858BC49E18B64B0E02E1FD4F86F5664
Version 2.051 Issued on 21-09-2022,000566,Current,Communications Hub,1086,5534,04,00,55340400,0D030000,CHTS V1.3,GBCS Version 3.2,DF4CBCF551C0FAA84614FD51E7BC46CAE858BC49E18B64B0E02E1FD4F86F5664
Version 2.051 Issued on 21-09-2022,000567,Current,Single Element Electricity Metering Equipment,1031,C1A1,02,01,C1A10201,C1A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000568,Current,Pre-Payment Interface Device,10E0,000C,00,01,000C0001,00010400,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000569,Current,Communications Hub,1072,5732,01,01,57320101,02000006,CHTS V1.3,GBCS Version 3.2,9827EF01A4EEE75B2FF9E7AF8419C9CC9AE10E13624EC5BA2F401B4275259202
Version 2.051 Issued on 21-09-2022,000570,Current,Gas Smart Meter,1028,C902,A5,00,C902A500,0389B830,SMETS V4.2,GBCS Version 3.2,FF974E89E9FD75F5E7EE90B4688A29C098AFC1D52AB80A97410FD5C4EB416D62
Version 2.051 Issued on 21-09-2022,000571,Current,Single Element Electricity Metering Equipment,1063,0005,02,04,00050204,38040202,SMETS V4.2,GBCS Version 3.2,149F2BD9986FDEB47EBFB54692050D534E065A2771C7C3BCDF0007CD4BFB3391
Version 2.051 Issued on 21-09-2022,000572,Current,HAN Connected Auxiliary Load Control Switch,119A,0001,02,2B,0001022B,01000010,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000573,Current,Pre-Payment Interface Device,1128,0005,01,01,00050101,02010100,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000574,Current,Pre-Payment Interface Device,1128,0007,01,01,00070101,01150000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000575,Current,Pre-Payment Interface Device,1128,0006,01,01,00060101,01150000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000576,Current,Pre-Payment Interface Device,10E0,0011,02,00,00110200,00010801,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000577,Current,Communications Hub,1072,5731,01,00,57310100,04000006,CHTS V1.3,GBCS Version 3.2,66D467DB480C157061C96803536C4E89968CC63B74391425F550269280F0A20A
Version 2.051 Issued on 21-09-2022,000578,Current,Communications Hub,1072,5731,01,01,57310101,04000006,CHTS V1.3,GBCS Version 3.2,66D467DB480C157061C96803536C4E89968CC63B74391425F550269280F0A20A
Version 2.051 Issued on 21-09-2022,000579,Current,Communications Hub,1072,5731,01,02,57310102,04000006,CHTS V1.3,GBCS Version 3.2,66D467DB480C157061C96803536C4E89968CC63B74391425F550269280F0A20A
Version 2.051 Issued on 21-09-2022,000580,Current,Single Element Electricity Metering Equipment,1063,0005,02,04,00050204,38040106,SMETS V4.2,GBCS Version 3.2,B7D118B7030CE67D9CE43816E39B8F784DB1182888513ACAB69B8126E4016B1E
Version 2.051 Issued on 21-09-2022,000581,Current,Gas Smart Meter,1063,4772,01,01,47720101,03032254,SMETS V4.2,GBCS Version 3.2,B290F0B0A6282FCBBC2C82A0DA97EBAA4F717496E99410DD1EF700FC5C84CE5F
